timestamp,plataforma,ms_reproducido,conn_country,ip_addr,cancion,artista,album,spotify_track_uri,episodio,podcast,spotify_episode_uri,motivo_inicio,motivo_fin,modo_aleatorio,saltada,offline,offline_timestamp,incognito_mode,fecha,anio,mes,dia,hora,dia_semana,minutos,tipo
2025-11-22 14:51:20+00:00,android,214431,AR,45.174.48.138,Releasing Surtur's Fire,Amon Amarth,The Crusher,spotify:track:12fjzFXAuTONQLn5dJAixP,,,,trackdone,fwdbtn,True,True,False,1763822864,False,2025-11-22,2025,11,22,14,Saturday,3.57,cancion
2025-11-22 14:51:24+00:00,android,4097,AR,45.174.48.138,Live For The Kill,Amon Amarth,Twilight Of The Thunder God,spotify:track:12ZmgHSXxzQKXetOIstzcT,,,,fwdbtn,endplay,True,True,False,1763823080,False,2025-11-22,2025,11,22,14,Saturday,0.07,cancion
2025-11-22 14:57:25+00:00,android,361133,AR,45.174.48.138,Abandoned,Amon Amarth,Once Sent From The Golden Hall (Bonus Edition),spotify:track:4Rwqdr5q5bflcRj1ZxxjOX,,,,clickrow,trackdone,True,False,False,1763823084,False,2025-11-22,2025,11,22,14,Saturday,6.02,cancion
2025-11-22 15:01:49+00:00,android,263401,AR,45.174.48.138,Ironside,Amon Amarth,Berserker,spotify:track:4Nf3Z6CVNK2QOs3dSpSXia,,,,trackdone,fwdbtn,True,True,False,1763823445,False,2025-11-22,2025,11,22,15,Saturday,4.39,cancion
2025-11-22 15:01:52+00:00,android,2453,AR,45.174.48.138,The Pursuit of Vikings,Amon Amarth,Fate of Norns,spotify:track:0sObxZUKqdPfgjG9ahSlP5,,,,fwdbtn,fwdbtn,True,True,False,1763823709,False,2025-11-22,2025,11,22,15,Saturday,0.04,cancion
2025-11-22 15:02:58+00:00,android,66063,AR,45.174.48.138,Find a Way or Make One,Amon Amarth,The Great Heathen Army,spotify:track:4NtpLuz8QFPrCofWmeBYy8,,,,fwdbtn,fwdbtn,True,True,False,1763823712,False,2025-11-22,2025,11,22,15,Saturday,1.1,cancion
2025-11-22 15:03:01+00:00,android,2571,AR,45.174.48.138,Ride For Vengeance,Amon Amarth,Once Sent From The Golden Hall (Bonus Edition),spotify:track:6LzZ1ipLLqDhi15FMjadwa,,,,fwdbtn,fwdbtn,True,True,False,1763823778,False,2025-11-22,2025,11,22,15,Saturday,0.04,cancion
2025-11-22 15:03:03+00:00,android,1642,AR,45.174.48.138,Prediction of Warfare,Amon Amarth,With Oden On Our Side,spotify:track:1gONRhG3hPrhREOYbhkrra,,,,fwdbtn,fwdbtn,True,True,False,1763823781,False,2025-11-22,2025,11,22,15,Saturday,0.03,cancion
2025-11-22 15:03:07+00:00,android,4351,AR,45.174.48.138,Deceiver of the Gods,Amon Amarth,Deceiver of the Gods,spotify:track:7rb8JRuyMqJSBOSoaFMtCY,,,,fwdbtn,fwdbtn,True,True,False,1763823783,False,2025-11-22,2025,11,22,15,Saturday,0.07,cancion
2025-11-22 15:03:09+00:00,android,1892,AR,45.174.48.138,The Great Heathen Army,Amon Amarth,The Great Heathen Army,spotify:track:4YZL9RE3YOsxa4JADOw6v2,,,,fwdbtn,fwdbtn,True,True,False,1763823787,False,2025-11-22,2025,11,22,15,Saturday,0.03,cancion
2025-11-22 15:03:14+00:00,android,2052,AR,45.174.48.138,...And Soon the World Will Cease to Be,Amon Amarth,Versus the World,spotify:track:2dxlfJhdNKW64ZOQEVyJcR,,,,fwdbtn,backbtn,True,True,False,1763823789,False,2025-11-22,2025,11,22,15,Saturday,0.03,cancion
2025-11-22 15:03:20+00:00,android,6115,AR,45.174.48.138,The Great Heathen Army,Amon Amarth,The Great Heathen Army,spotify:track:4YZL9RE3YOsxa4JADOw6v2,,,,backbtn,fwdbtn,True,True,False,1763823794,False,2025-11-22,2025,11,22,15,Saturday,0.1,cancion
2025-11-22 15:03:26+00:00,android,5330,AR,45.174.48.138,...And Soon the World Will Cease to Be,Amon Amarth,Versus the World,spotify:track:2dxlfJhdNKW64ZOQEVyJcR,,,,fwdbtn,fwdbtn,True,True,False,1763823800,False,2025-11-22,2025,11,22,15,Saturday,0.09,cancion
