timestamp,plataforma,ms_reproducido,conn_country,ip_addr,cancion,artista,album,spotify_track_uri,episodio,podcast,spotify_episode_uri,motivo_inicio,motivo_fin,modo_aleatorio,saltada,offline,offline_timestamp,incognito_mode,fecha,anio,mes,dia,hora,dia_semana,minutos,tipo
2025-06-24 20:12:20+00:00,android,110591,AR,186.4.107.20,At Dawn They Sleep,Slayer,Hell Awaits,spotify:track:6KB4wFWZ6QZ7WU741Wvboz,,,,clickrow,endplay,False,True,False,1750795825,False,2025-06-24,2025,6,24,20,Tuesday,1.84,cancion
2025-06-24 20:12:23+00:00,android,2592,AR,186.4.107.20,Hate Worldwide,Slayer,World Painted Blood,spotify:track:37n9zBD7h4IKimhkOfoFwf,,,,clickrow,endplay,False,True,False,1750795940,False,2025-06-24,2025,6,24,20,Tuesday,0.04,cancion
2025-06-24 20:12:37+00:00,android,13184,AR,186.4.107.20,Dittohead,Slayer,Divine Intervention,spotify:track:06qfgQTumLJdnhZbcruZwO,,,,clickrow,endplay,False,True,False,1750795943,False,2025-06-24,2025,6,24,20,Tuesday,0.22,cancion
2025-06-24 20:13:26+00:00,android,49074,AR,186.4.107.20,Kill Again,Slayer,Hell Awaits,spotify:track:0Auq7v8eMbFXMi6ZaMCb09,,,,clickrow,endplay,False,True,False,1750795957,False,2025-06-24,2025,6,24,20,Tuesday,0.82,cancion
2025-06-24 20:16:43+00:00,android,196706,AR,186.4.107.20,In A Gadda Da Vida,Slayer,Soundtrack To The Apocalypse,spotify:track:4KvDonKbMKEDIpb4JPCAPw,,,,clickrow,trackdone,False,False,False,1750796006,False,2025-06-24,2025,6,24,20,Tuesday,3.28,cancion
2025-06-24 20:19:46+00:00,android,183040,AR,186.4.107.20,Payback,Slayer,God Hates Us All,spotify:track:7sDioHUVas4IbmHiFAskl8,,,,trackdone,trackdone,False,False,False,1750796203,False,2025-06-24,2025,6,24,20,Tuesday,3.05,cancion
2025-06-24 20:25:49+00:00,android,361960,AR,186.4.107.20,Chemical Warfare,Slayer,Live Undead / Haunting the Chapel,spotify:track:3u63uszxopzY7zQD2zou1r,,,,trackdone,trackdone,False,False,False,1750796386,False,2025-06-24,2025,6,24,20,Tuesday,6.03,cancion
2025-06-24 20:30:04+00:00,android,254626,AR,186.4.107.20,Flesh Storm,Slayer,Christ Illusion,spotify:track:0TIfMyq3MtmQhNJVXJKcJP,,,,trackdone,trackdone,False,False,False,1750796749,False,2025-06-24,2025,6,24,20,Tuesday,4.24,cancion
2025-06-24 20:32:31+00:00,android,146426,AR,186.4.107.20,Psychopathy Red,Slayer,World Painted Blood,spotify:track:4gYrJ3JZsvaixzrpT4l6Qw,,,,trackdone,endplay,False,True,False,1750797004,False,2025-06-24,2025,6,24,20,Tuesday,2.44,cancion
2025-06-24 20:36:43+00:00,android,252280,AR,186.4.107.20,Nemesis,Arch Enemy,Doomsday Machine,spotify:track:27sTzAelgljD6Uxp88BqA3,,,,trackdone,trackdone,False,False,False,1750797152,False,2025-06-24,2025,6,24,20,Tuesday,4.2,cancion
2025-06-24 20:40:50+00:00,android,246066,AR,186.4.107.20,Over the Wall,Testament,The Legacy,spotify:track:5xXeIlEiWIA8xnPa8BkJyj,,,,trackdone,trackdone,False,False,False,1750797403,False,2025-06-24,2025,6,24,20,Tuesday,4.1,cancion
2025-06-24 20:45:18+00:00,android,267320,AR,186.4.107.20,Ov Fire And The Void,Behemoth,Evangelion,spotify:track:2Q73wKbwLLcGS404gkTfjH,,,,trackdone,trackdone,False,False,False,1750797650,False,2025-06-24,2025,6,24,20,Tuesday,4.46,cancion
2025-06-24 20:50:20+00:00,android,301666,AR,186.4.107.20,Killers - 2015 Remaster,Iron Maiden,Killers,spotify:track:2Ydpa6xB4kD8WRXHYN6T1G,,,,trackdone,trackdone,False,False,False,1750797918,False,2025-06-24,2025,6,24,20,Tuesday,5.03,cancion
2025-06-24 20:53:33+00:00,android,192000,AR,186.4.107.20,Blinded By Fear,At The Gates,Slaughter Of The Soul,spotify:track:2pj2VXKSBRTmV8nuiaCKd2,,,,trackdone,trackdone,False,False,False,1750798220,False,2025-06-24,2025,6,24,20,Tuesday,3.2,cancion
2025-06-24 20:57:30+00:00,android,237346,AR,186.4.107.20,Mouth for War,Pantera,Vulgar Display of Power,spotify:track:6rkeaQRCWZxwkjhyqgxjXi,,,,trackdone,trackdone,False,False,False,1750798413,False,2025-06-24,2025,6,24,20,Tuesday,3.96,cancion
2025-06-24 20:59:31+00:00,android,115373,AR,186.4.107.20,Mourning of the Cursed,Suicidal Angels,Sanctify the Darkness,spotify:track:6AezufKn4DDYnDWzUW4z9x,,,,trackdone,trackdone,False,False,False,1750798650,False,2025-06-24,2025,6,24,20,Tuesday,1.92,cancion
2025-06-24 21:03:11+00:00,android,219880,AR,186.4.107.20,Necromancy,Bathory,Bathory,spotify:track:3pql3jKoIGq8iWKemtrvB4,,,,trackdone,trackdone,False,False,False,1750798771,False,2025-06-24,2025,6,24,21,Tuesday,3.66,cancion
